merge_key,field,chosen_value,alternative_values,source_files
2019|kia|soul|16,oil_capacity,3.6 liters with filter,3.6 liters with filter || 3.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|kia|soul|2,oil_capacity,4.0 liters with filter,4.0 liters with filter || 4.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|kia|soul|turbo16,oil_capacity,4.5 liters with filter,4.5 liters with filter || 4.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|kia|sportage|24,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|kia|sportage|turbo20,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|kia|stinger|turbo20,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|kia|stinger|turbo33,oil_capacity,6.9 liters with filter,6.9 liters with filter || 7.3 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|landrover|discoverysport|turbo20,oil_capacity,7.0 liters with filter,7.0 liters with filter || 7.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|landrover|discovery|3,oil_capacity,8.0 liters with filter,8.0 liters with filter || 8.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|landrover|discovery|diesel30,oil_capacity,6.0 liters with filter,6.0 liters with filter || 6.3 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|landrover|rangeroverevoque|turbo20,oil_capacity,5.4 liters with filter,5.4 liters with filter || 5.7 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|landrover|rangeroversport|3,oil_capacity,8.0 liters with filter,8.0 liters with filter || 8.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|landrover|rangeroversport|5,oil_capacity,8.0 liters with filter,8.0 liters with filter || 8.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|landrover|rangeroversport|diesel30,oil_capacity,6.0 liters with filter,6.0 liters with filter || 6.3 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|landrover|rangeroversport|turbo20,oil_capacity,7.0 liters with filter,7.0 liters with filter || 7.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|landrover|rangerovervelar|3,oil_capacity,6.5 liters with filter,6.5 liters with filter || 6.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|landrover|rangerovervelar|diesel20,oil_capacity,6.5 liters with filter,6.5 liters with filter || 6.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|landrover|rangerovervelar|turbo20,oil_capacity,7.0 liters with filter,7.0 liters with filter || 7.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|landrover|rangerover|3,oil_capacity,8.0 liters with filter,8.0 liters with filter || 8.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|landrover|rangerover|5,oil_capacity,8.0 liters with filter,8.0 liters with filter || 8.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|landrover|rangerover|diesel30,oil_capacity,6.0 liters with filter,6.0 liters with filter || 6.3 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lexus|es300h|25,oil_capacity,4.5 liters with filter,4.5 liters with filter || 4.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lexus|es350|35,oil_capacity,5.4 liters with filter,5.4 liters with filter || 5.7 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lexus|gs300|turbo20,oil_capacity,4.6 liters with filter,4.6 liters with filter || 4.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lexus|gs350|35,oil_capacity,All Wheel Drive . 6.4 liters Rear Wheel Drive 5.7 liters with filter,All Wheel Drive . 6.4 liters Rear Wheel Drive 5.7 liters with filter || All Wheel Drive 6.8 qts Rear Wheel Drive 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lexus|gsf|5,oil_capacity,8.8 liters with filter,8.8 liters with filter || 9.3 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lexus|gx460|46,oil_capacity,7.8 liters with filter,7.8 liters with filter || 8.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lexus|is300|35,oil_capacity,6.4 liters with filter,6.4 liters with filter || 6.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lexus|is300|turbo20,oil_capacity,4.6 liters with filter,4.6 liters with filter || 4.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lexus|is350|35,oil_capacity,All Wheel Drive . 6.4 liters Rear Wheel Drive 5.7 liters with filter,All Wheel Drive . 6.4 liters Rear Wheel Drive 5.7 liters with filter || All Wheel Drive 6.8 qts Rear Wheel Drive 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lexus|lc500h|35,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lexus|lc500|5,oil_capacity,8.5 liters with filter,8.5 liters with filter || 9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lexus|ls500h|35,oil_capacity,All Wheel Drive 6.6 liters . or Rear Wheel Drive 5.7 liters with filter,All Wheel Drive 6.6 liters . or Rear Wheel Drive 5.7 liters with filter || All Wheel Drive 7 qts. or Rear Wheel Drive 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lexus|lx570|57,oil_capacity,7.5 liters with filter,7.5 liters with filter || 7.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lexus|nx300h|25,oil_capacity,4.4 liters with filter,4.4 liters with filter || 4.6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lexus|nx300|turbo20,oil_capacity,4.9 liters with filter,4.9 liters with filter || 5.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lexus|rc300|35,oil_capacity,6.4 liters with filter,6.4 liters with filter || 6.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lexus|rc300|turbo20,oil_capacity,4.6 liters with filter,4.6 liters with filter || 4.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lexus|rc350|35,oil_capacity,All Wheel Drive . 6.4 liters Rear Wheel Drive 5.7 liters with filter,All Wheel Drive . 6.4 liters Rear Wheel Drive 5.7 liters with filter || All Wheel Drive 6.8 qts Rear Wheel Drive 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lexus|rcf|5,oil_capacity,8.8 liters with filter,8.8 liters with filter || 9.3 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lexus|rx350l|35,oil_capacity,5.4 liters with filter,5.4 liters with filter || 5.7 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lexus|rx350|35,oil_capacity,5.4 liters with filter,5.4 liters with filter || 5.7 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lexus|rx450hl|35,oil_capacity,5.4 liters with filter,5.4 liters with filter || 5.7 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lexus|rx450h|35,oil_capacity,5.4 liters with filter,5.4 liters with filter || 5.7 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lexus|ux200|2,oil_capacity,4.6 liters with filter,4.6 liters with filter || 4.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lexus|ux250h|2,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lincoln|continental|37,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lincoln|continental|turbo27,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lincoln|continental|turbo30,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lincoln|mkc|turbo20,oil_capacity,5.4 liters with filter,5.4 liters with filter || 5.7 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lincoln|mkc|turbo23,oil_capacity,5.4 liters with filter,5.4 liters with filter || 5.7 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lincoln|mkt|37,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lincoln|mkt|turbo35,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lincoln|mkz|2,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lincoln|mkz|turbo20,oil_capacity,5.4 liters with filter,5.4 liters with filter || 5.7 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lincoln|mkz|turbo30,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lincoln|nautilus|turbo20,oil_capacity,5.4 liters with filter,5.4 liters with filter || 5.7 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lincoln|nautilus|turbo27,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|lincoln|navigator|turbo35,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mazda|cx3|2,oil_capacity,4.2 liters with filter,4.2 liters with filter || 4.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mazda|cx5|25,oil_capacity,4.5 liters with filter,4.5 liters with filter || 4.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mazda|cx5|diesel22,oil_capacity,4.8 liters with filter,4.8 liters with filter || 5.1 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mazda|cx5|turbo25,oil_capacity,4.8 liters with filter,4.8 liters with filter || 5.1 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mazda|cx9|turbo25,oil_capacity,4.8 liters with filter,4.8 liters with filter || 5.1 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mazda|mazda3|25,oil_capacity,4.5 liters with filter,4.5 liters with filter || 4.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mazda|mazda3|turbo25,oil_capacity,4.8 liters with filter,4.8 liters with filter || 5.1 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mazda|mazda6|25,oil_capacity,4.5 liters with filter,4.5 liters with filter || 4.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mazda|mazda6|turbo25,oil_capacity,4.8 liters with filter,4.8 liters with filter || 5.1 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mazda|miata|2,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|a220|turbo20,oil_capacity,5.5 liters with filter,5.5 liters with filter || 5.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|amggt53|turbo30,oil_capacity,8.5 liters with filter,8.5 liters with filter || 9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|amggt63s|turbo40,oil_capacity,9.0 liters with filter,9.0 liters with filter || 9.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|amggt63|turbo40,oil_capacity,9.0 liters with filter,9.0 liters with filter || 9.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|amggtc|turbo40,oil_capacity,7.0 liters with filter,7.0 liters with filter || 7.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|amggtr|turbo40,oil_capacity,7.0 liters with filter,7.0 liters with filter || 7.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|amggts|turbo40,oil_capacity,7.0 liters with filter,7.0 liters with filter || 7.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|amggt|turbo40,oil_capacity,7.0 liters with filter,7.0 liters with filter || 7.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|c300|turbo20,oil_capacity,All Wheel Drive 6.6 liters Rear Wheel Drive . 6.0 liters with filter,All Wheel Drive 6.3 qts Rear Wheel Drive 7 qts. with filter || All Wheel Drive 6.6 liters Rear Wheel Drive . 6.0 liters with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|c43amg|turbo30,oil_capacity,6.5 liters with filter,6.5 liters with filter || 6.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|c63amgs|turbo40,oil_capacity,9.0 liters with filter,9.0 liters with filter || 9.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|c63amg|turbo40,oil_capacity,9.0 liters with filter,9.0 liters with filter || 9.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|cla250|turbo20,oil_capacity,5.6 liters with filter,5.6 liters with filter || 5.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|cla45amg|turbo20,oil_capacity,5.5 liters with filter,5.5 liters with filter || 5.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|cls450|turbo30,oil_capacity,All Wheel Drive 8.5 liters Rear Wheel Drive 0.9 liters with filter,All Wheel Drive 8.5 liters Rear Wheel Drive 0.9 liters with filter || All Wheel Drive 9 qts Rear Wheel Drive 10 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|cls53amg|turbo30,oil_capacity,8.5 liters with filter,8.5 liters with filter || 9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|e450|turbo30,oil_capacity,6.5 liters with filter,6.5 liters with filter || 6.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|e53amg|turbo30,oil_capacity,8.5 liters with filter,8.5 liters with filter || 9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|e63amgs|turbo40,oil_capacity,9.0 liters with filter,9.0 liters with filter || 9.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|g550|turbo40,oil_capacity,9.0 liters with filter,9.0 liters with filter || 9.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|g63amg|turbo40,oil_capacity,9.0 liters with filter,9.0 liters with filter || 9.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|gla250|turbo20,oil_capacity,5.6 liters with filter,5.6 liters with filter || 5.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|gla45amg|turbo20,oil_capacity,5.5 liters with filter,5.5 liters with filter || 5.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|glc300|turbo20,oil_capacity,All Wheel Drive . 6.5 liters Rear Wheel Drive . 7.0 liters with filter,All Wheel Drive . 6.5 liters Rear Wheel Drive . 7.0 liters with filter || All Wheel Drive 6.9 qts Rear Wheel Drive 7.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|glc350e|turbo20,oil_capacity,6.5 liters with filter,6.5 liters with filter || 6.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|glc43amg|turbo30,oil_capacity,6.5 liters with filter,6.5 liters with filter || 6.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|glc63amgs|turbo40,oil_capacity,9.0 liters with filter,9.0 liters with filter || 9.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|glc63amg|turbo40,oil_capacity,9.0 liters with filter,9.0 liters with filter || 9.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|gle400|turbo30,oil_capacity,7.0 liters with filter,7.0 liters with filter || 7.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|gle43amg|turbo30,oil_capacity,7.0 liters with filter,7.0 liters with filter || 7.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|gle63amgs|turbo55,oil_capacity,8.5 liters with filter,8.5 liters with filter || 9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|gle63amg|turbo55,oil_capacity,8.5 liters with filter,8.5 liters with filter || 9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|gls450|turbo30,oil_capacity,7.0 liters with filter,7.0 liters with filter || 7.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|gls550|turbo46,oil_capacity,8.5 liters with filter,8.5 liters with filter || 9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|gls63amg|turbo55,oil_capacity,8.5 liters with filter,8.5 liters with filter || 9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|maybachs560|turbo40,oil_capacity,9.0 liters with filter,9.0 liters with filter || 9.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|maybachs650|turbo60,oil_capacity,10.4 liters with filter,10.4 liters with filter || 11 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|metris|turbo20,oil_capacity,7.6 liters with filter,7.6 liters with filter || 8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|s450|turbo30,oil_capacity,6.5 liters with filter,6.5 liters with filter || 6.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|s560|turbo40,oil_capacity,9.0 liters with filter,9.0 liters with filter || 9.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|s63amg|turbo40,oil_capacity,9.0 liters with filter,9.0 liters with filter || 9.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|s65amg|turbo60,oil_capacity,10.4 liters with filter,10.4 liters with filter || 11 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|sl450|turbo30,oil_capacity,6.5 liters with filter,6.5 liters with filter || 6.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|sl550|turbo46,oil_capacity,8.0 liters with filter,8.0 liters with filter || 8.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2019|mercedesbenz|sl63amg|turbo55,oil_capacity,8.5 liters with filter,8.5 liters with filter || 9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
